"","FileNumber","ResultCode","AccountStatus","PermitStatus","DateIssued","DateExpired","AnnualTimeStart","AnnualTimeEnd","ProjectTitle","FirstName","LastName","Organization","HUCNumber","WaterbodyName","BasinName","StreamName","LocationDescription","CommonName","Population","Run","Production","LifeStage","Sex","TakeAction","CaptureMethod","ExpTake","IndMort","Species"
"134","21837","NMFS 10a1A Salmon","Application Complete","Issued",2018-07-10,2022-12-31,2018-07-10,2022-12-31,"Seasonal movements and energy budgets of coastal cutthroat trout in the Willamette River","Jonathan","Armstrong","Oregon State University",99999999,"N/A","N/A","Willamette, Tualitin, and Yamhill Rivers","Willamette River from Willamette Falls upstream to its confluence with the Santiam River. Also includes west-side tributaries of the Willamette River","Chinook salmon","Upper Willamette River","Spring","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",19,0,"Upper Willamette River Chinook salmon"
"135","21837","NMFS 10a1A Salmon","Application Complete","Issued",2018-07-10,2022-12-31,2018-07-10,2022-12-31,"Seasonal movements and energy budgets of coastal cutthroat trout in the Willamette River","Jonathan","Armstrong","Oregon State University",99999999,"N/A","N/A","Willamette, Tualitin, and Yamhill Rivers","Willamette River from Willamette Falls upstream to its confluence with the Santiam River. Also includes west-side tributaries of the Willamette River","Chinook salmon","Upper Willamette River","Spring","Natural","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",35,1,"Upper Willamette River Chinook salmon"
"136","21837","NMFS 10a1A Salmon","Application Complete","Issued",2018-07-10,2022-12-31,2018-07-10,2022-12-31,"Seasonal movements and energy budgets of coastal cutthroat trout in the Willamette River","Jonathan","Armstrong","Oregon State University",99999999,"N/A","N/A","Willamette, Tualitin, and Yamhill Rivers","Willamette River from Willamette Falls upstream to its confluence with the Santiam River. Also includes west-side tributaries of the Willamette River","steelhead","Upper Willamette River","Winter","Natural","Juvenile","Male and Female","Observe/Harass","Snorkel/Dive surveys",540,0,"Upper Willamette River steelhead"
"137","22003-2A","NMFS 10a1A Salmon","Application Complete","Issued",2021-06-22,2023-12-31,2019-05-10,2023-12-31,"King County Contaminant Monitoring in Marine Fish Tissue",NA,NA,"King County Department of Natural Resources and Parks",99999999,"South Puget Sound","N/A",NA,"Forage fish locations will be mostly King County shorelines with documented spawning. These include Discovery Park, Alki, Lincoln Park (all Seattle), Seahurst Park (Burien), and Vashon Island. Reference station on Whidbey Island. Sampling expected in 2020","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",1378,14,"Puget Sound Chinook salmon"
"138","22003-2A","NMFS 10a1A Salmon","Application Complete","Issued",2021-06-22,2023-12-31,2019-05-10,2023-12-31,"King County Contaminant Monitoring in Marine Fish Tissue",NA,NA,"King County Department of Natural Resources and Parks",99999999,"South Puget Sound","N/A",NA,"Trawls for English sole and rockfish include 6 locations in King County in central Puget Sound (+1 reference site) included on the attached map. Sampling is anticipated in 2019, 2021, and 2023.","eulachon","Southern DPS","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Trawl, Bottom",100,100,"Southern DPS eulachon"
"139","22003-2A","NMFS 10a1A Salmon","Application Complete","Issued",2021-06-22,2023-12-31,2019-05-10,2023-12-31,"King County Contaminant Monitoring in Marine Fish Tissue",NA,NA,"King County Department of Natural Resources and Parks",99999999,"South Puget Sound","N/A",NA,"Trawls for English sole and rockfish include 6 locations in King County in central Puget Sound (+1 reference site) included on the attached map. Sampling is anticipated in 2019, 2021, and 2023.","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Trawl, Bottom",10,10,"Puget Sound Chinook salmon"
"140","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","California Coastal","N/A","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",2,0,"California Coastal Chinook salmon"
"141","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Lower Columbia River","Spring","Listed Hatchery Intact Adipose","Juvenile","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",5,0,"Lower Columbia River Chinook salmon"
"142","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Lower Columbia River","Spring","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",2,0,"Lower Columbia River Chinook salmon"
"143","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Puget Sound","Spring","Natural","Juvenile","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",1,0,"Puget Sound Chinook salmon"
"144","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Sacramento River winter-run","Winter","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",2,0,"Sacramento River winter-run Chinook salmon"
"145","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Snake River spring/summer-run","Spring/Summer","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",10,0,"Snake River spring/summer-run Chinook salmon"
"146","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","Chinook salmon","Snake River spring/summer-run","Spring/Summer","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",2,0,"Snake River spring/summer-run Chinook salmon"
"147","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","coho salmon","Central California Coast","N/A","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",2,0,"Central California Coast coho salmon"
"148","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","coho salmon","Lower Columbia River","N/A","Listed Hatchery Intact Adipose","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",5,0,"Lower Columbia River coho salmon"
"149","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","coho salmon","Oregon Coast","N/A","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",2,0,"Oregon Coast coho salmon"
"150","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","sockeye salmon","Ozette Lake","N/A","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,0,"Ozette Lake sockeye salmon"
"151","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","sockeye salmon","Ozette Lake","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,0,"Ozette Lake sockeye salmon"
"152","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","sockeye salmon","Snake River","N/A","Listed Hatchery Intact Adipose","Juvenile","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,0,"Snake River sockeye salmon"
"153","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","steelhead","Lower Columbia River","Mixed","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",5,0,"Lower Columbia River steelhead"
"154","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","steelhead","Lower Columbia River","Mixed","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",5,0,"Lower Columbia River steelhead"
"155","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","steelhead","Puget Sound","Summer","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",5,0,"Puget Sound steelhead"
"156","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","steelhead","Puget Sound","Summer","Listed Hatchery Intact Adipose","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",5,0,"Puget Sound steelhead"
"157","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","steelhead","Snake River Basin","Summer","Listed Hatchery Intact Adipose","Juvenile","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",3,0,"Snake River Basin steelhead"
"158","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","steelhead","Snake River Basin","Summer","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",5,0,"Snake River Basin steelhead"
"159","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","steelhead","Upper Columbia River","Summer","Natural","Juvenile","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",4,0,"Upper Columbia River steelhead"
"160","22865","NMFS 10a1A Salmon","Application Complete","Issued",2019-10-23,2023-12-31,2019-10-23,2023-12-31,"Okanogan- Wenatchee National Forest Fish Distribution Data Collection","Emily","Johnson","U.S. Forest Service",99999999,"N/A","N/A","Naches, Yakima, Wenatchee, Entiat, Methow subbasins","streams within the Forest boundary or nearby","Chinook salmon","Upper Columbia River spring-run","Spring","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",10,1,"Upper Columbia River spring-run Chinook salmon"
"161","22865","NMFS 10a1A Salmon","Application Complete","Issued",2019-10-23,2023-12-31,2019-10-23,2023-12-31,"Okanogan- Wenatchee National Forest Fish Distribution Data Collection","Emily","Johnson","U.S. Forest Service",99999999,"N/A","N/A","Naches, Yakima, Wenatchee, Entiat, Methow subbasins","streams within the Forest boundary or nearby","steelhead","Upper Columbia River","Summer","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",750,15,"Upper Columbia River steelhead"
"162","23029-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-01-11,2025-12-31,"Renew: Assessment of Contaminant Exposure in Juvenile English Sole Fish Tissue in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound river estuaries and bays","Skagit, Stillaguamish, Puyallup, Nisqually, Snohomish, Deschutes, Duwamish estuaries; Port Madison; Shilshole Bay; and Sinclair Inlet","eulachon","Southern DPS","N/A","Natural","Juvenile","N/A","Capture/Handle/Release Animal","Seine, Beach",50,2,"Southern DPS eulachon"
"163","23029-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-01-11,2025-12-31,"Renew: Assessment of Contaminant Exposure in Juvenile English Sole Fish Tissue in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound river estuaries and bays","Skagit, Stillaguamish, Puyallup, Nisqually, Snohomish, Deschutes, Duwamish estuaries; Port Madison; Shilshole Bay; and Sinclair Inlet","Chinook salmon","Puget Sound","Fall","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",1000,10,"Puget Sound Chinook salmon"
"164","23029-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-01-11,2025-12-31,"Renew: Assessment of Contaminant Exposure in Juvenile English Sole Fish Tissue in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound river estuaries and bays","Skagit, Stillaguamish, Puyallup, Nisqually, Snohomish, Deschutes, Duwamish estuaries; Port Madison; Shilshole Bay; and Sinclair Inlet","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Trawl, Otter",50,5,"Puget Sound Chinook salmon"
"165","23029-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-01-11,2025-12-31,"Renew: Assessment of Contaminant Exposure in Juvenile English Sole Fish Tissue in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound river estuaries and bays","Skagit, Stillaguamish, Puyallup, Nisqually, Snohomish, Deschutes, Duwamish estuaries; Port Madison; Shilshole Bay; and Sinclair Inlet","steelhead","Puget Sound","Winter","Listed Hatchery Intact Adipose","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",500,5,"Puget Sound steelhead"
"166","23567","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-27,2024-12-31,2020-03-27,2024-12-31,"Rector Creek Steelhead Monitoring","Sapna","Khandwala","Stillwater Sciences",99999999,"N/A","N/A",NA,"Rector Creek is a tributary to Conn Creek which is a tributary to the Napa River, CA.  This study focuses on the stretch of Rector Creek from Rector Dam and extending 1.7 miles downstream.","steelhead","Central California Coast","N/A","Natural","Juvenile","Unknown","Observe/Harass",NA,300,0,"Central California Coast steelhead"
"167","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A",NA,"Nearshore zones in the San Juan Islands","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Unknown","Intentional (Directed) Mortality","Seine, Lampara",50,0,"Puget Sound Chinook salmon"
"168","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A",NA,"Nearshore zones in the San Juan Islands","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Seine, Lampara",50,0,"Puget Sound Chinook salmon"
"169","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A",NA,"Nearshore zones in the San Juan Islands","chum salmon","Hood Canal summer-run","N/A","Listed Hatchery Intact Adipose","Juvenile","Unknown","Intentional (Directed) Mortality","Seine, Lampara",5,0,"Hood Canal summer-run chum salmon"
"170","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A",NA,"Nearshore zones in the San Juan Islands","steelhead","Puget Sound","Mixed","Listed Hatchery Intact Adipose","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Lampara",1,1,"Puget Sound steelhead"
"171","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A",NA,"Nearshore sites throughout central and southern Puget Sound.","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Intact Adipose","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Lampara",100,1,"Puget Sound Chinook salmon"
"172","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A",NA,"Nearshore sites throughout central and southern Puget Sound.","chum salmon","Hood Canal summer-run","N/A","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Lampara",30,1,"Hood Canal summer-run chum salmon"
"173","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A",NA,"Nearshore sites throughout central and southern Puget Sound.","chum salmon","Hood Canal summer-run","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Lampara",40,1,"Hood Canal summer-run chum salmon"
"174","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A",NA,"Nearshore sites throughout central and southern Puget Sound.","steelhead","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Lampara",2,1,"Puget Sound steelhead"
"175","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Whidbey Basin","N/A",NA,"Sites throughout the basin and along both sides of Whidbey Island.","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Intact Adipose","Juvenile","Unknown","Intentional (Directed) Mortality","Seine, Lampara",20,0,"Puget Sound Chinook salmon"
"176","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Whidbey Basin","N/A",NA,"Sites throughout the basin and along both sides of Whidbey Island.","chum salmon","Hood Canal summer-run","N/A","Listed Hatchery Adipose Clip","Juvenile","Unknown","Intentional (Directed) Mortality","Seine, Lampara",5,0,"Hood Canal summer-run chum salmon"
"177","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Whidbey Basin","N/A",NA,"Sites throughout the basin and along both sides of Whidbey Island.","chum salmon","Hood Canal summer-run","N/A","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Seine, Lampara",5,0,"Hood Canal summer-run chum salmon"
"178","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","California Coastal","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Net, Gill",1,0,"California Coastal Chinook salmon"
"179","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","California Coastal","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Net, Cast",1,0,"California Coastal Chinook salmon"
"180","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","Central Valley spring-run","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Net, Cast",1,0,"Central Valley spring-run Chinook salmon"
"181","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","Sacramento River winter-run","Winter","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",1,0,"Sacramento River winter-run Chinook salmon"
"182","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","Sacramento River winter-run","Winter","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",1,0,"Sacramento River winter-run Chinook salmon"
