"","FileNumber","ResultCode","AccountStatus","PermitStatus","DateIssued","DateExpired","AnnualTimeStart","AnnualTimeEnd","ProjectTitle","FirstName","LastName","Organization","HUCNumber","WaterbodyName","BasinName","StreamName","LocationDescription","CommonName","Population","Run","Production","LifeStage","Sex","TakeAction","CaptureMethod","ExpTake","IndMort","Species"
"224","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","steelhead","Snake River Basin","Summer","Listed Hatchery Adipose Clip","Adult","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",5,0,"Snake River Basin steelhead"
"225","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","steelhead","Snake River Basin","Summer","Listed Hatchery Intact Adipose","Juvenile","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",3,0,"Snake River Basin steelhead"
"226","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","steelhead","Snake River Basin","Summer","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Hook and line/angler/rod and reel",5,0,"Snake River Basin steelhead"
"227","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","steelhead","Upper Columbia River","Summer","Listed Hatchery Intact Adipose","Adult","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",4,0,"Upper Columbia River steelhead"
"228","22369","NMFS 10a1A Salmon","Application Complete","Issued",2019-05-10,2023-12-31,2019-05-10,2023-12-31,"Pacific Salmon Ocean Behavior and Distribution analysis by sampling or tagging with pop-up satellite and acoustic tags to better understand nearshore habitat use and behavior",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"N/A","N/A","Pacific Ocean","Washington coast off Neah Bay to south of the Columbia River in Oregon.","steelhead","Upper Columbia River","Summer","Natural","Juvenile","Unknown","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Hook and line/angler/rod and reel",4,0,"Upper Columbia River steelhead"
"229","22865","NMFS 10a1A Salmon","Application Complete","Issued",2019-10-23,2023-12-31,2019-10-23,2023-12-31,"Okanogan- Wenatchee National Forest Fish Distribution Data Collection","Emily","Johnson","U.S. Forest Service",99999999,"N/A","N/A","Naches, Yakima, Wenatchee, Entiat, Methow subbasins","streams within the Forest boundary or nearby","Chinook salmon","Upper Columbia River spring-run","Spring","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",10,1,"Upper Columbia River spring-run Chinook salmon"
"230","22865","NMFS 10a1A Salmon","Application Complete","Issued",2019-10-23,2023-12-31,2019-10-23,2023-12-31,"Okanogan- Wenatchee National Forest Fish Distribution Data Collection","Emily","Johnson","U.S. Forest Service",99999999,"N/A","N/A","Naches, Yakima, Wenatchee, Entiat, Methow subbasins","streams within the Forest boundary or nearby","steelhead","Upper Columbia River","Summer","Listed Hatchery Adipose Clip","Juvenile","Male and Female","Capture/Handle/Release Animal","Electrofishing, Backpack",750,15,"Upper Columbia River steelhead"
"231","23029-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-01-11,2025-12-31,"Renew: Assessment of Contaminant Exposure in Juvenile English Sole Fish Tissue in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound river estuaries and bays","Skagit, Stillaguamish, Puyallup, Nisqually, Snohomish, Deschutes, Duwamish estuaries; Port Madison; Shilshole Bay; and Sinclair Inlet","eulachon","Southern DPS","N/A","Natural","Juvenile","N/A","Capture/Handle/Release Animal","Seine, Beach",50,2,"Southern DPS eulachon"
"232","23029-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-01-11,2025-12-31,"Renew: Assessment of Contaminant Exposure in Juvenile English Sole Fish Tissue in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound river estuaries and bays","Skagit, Stillaguamish, Puyallup, Nisqually, Snohomish, Deschutes, Duwamish estuaries; Port Madison; Shilshole Bay; and Sinclair Inlet","Chinook salmon","Puget Sound","Fall","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",1000,10,"Puget Sound Chinook salmon"
"233","23029-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-01-11,2025-12-31,"Renew: Assessment of Contaminant Exposure in Juvenile English Sole Fish Tissue in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound river estuaries and bays","Skagit, Stillaguamish, Puyallup, Nisqually, Snohomish, Deschutes, Duwamish estuaries; Port Madison; Shilshole Bay; and Sinclair Inlet","Chinook salmon","Puget Sound","Fall","Natural","Adult","Male and Female","Capture/Handle/Release Animal","Trawl, Otter",10,1,"Puget Sound Chinook salmon"
"234","23029-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-01-11,2025-12-31,"Renew: Assessment of Contaminant Exposure in Juvenile English Sole Fish Tissue in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound river estuaries and bays","Skagit, Stillaguamish, Puyallup, Nisqually, Snohomish, Deschutes, Duwamish estuaries; Port Madison; Shilshole Bay; and Sinclair Inlet","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Trawl, Otter",50,5,"Puget Sound Chinook salmon"
"235","23029-2R","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-01-11,2025-12-31,"Renew: Assessment of Contaminant Exposure in Juvenile English Sole Fish Tissue in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A","Puget Sound river estuaries and bays","Skagit, Stillaguamish, Puyallup, Nisqually, Snohomish, Deschutes, Duwamish estuaries; Port Madison; Shilshole Bay; and Sinclair Inlet","steelhead","Puget Sound","Winter","Listed Hatchery Intact Adipose","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",500,5,"Puget Sound steelhead"
"236","23567","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-27,2024-12-31,2020-03-27,2024-12-31,"Rector Creek Steelhead Monitoring","Sapna","Khandwala","Stillwater Sciences",99999999,"N/A","N/A",NA,"Rector Creek is a tributary to Conn Creek which is a tributary to the Napa River, CA.  This study focuses on the stretch of Rector Creek from Rector Dam and extending 1.7 miles downstream.","steelhead","Central California Coast","N/A","Natural","Juvenile","Unknown","Observe/Harass",NA,300,0,"Central California Coast steelhead"
"237","23600","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2022-12-31,2020-03-31,2022-12-31,"A multi-method movement ecology toolkit to understand and manage the PNW's deepwater predators","Camrin","Braun","University of Washington",99999999,"North Puget Sound","N/A",NA,"60-100m bottom depths in the North Sound and San Juan Islands.","bocaccio","Puget Sound/Georgia Basin DPS","N/A","Natural","Adult","Male and Female","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Longline",2,1,"Puget Sound/Georgia Basin DPS bocaccio"
"238","23600","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2022-12-31,2020-03-31,2022-12-31,"A multi-method movement ecology toolkit to understand and manage the PNW's deepwater predators","Camrin","Braun","University of Washington",99999999,"North Puget Sound","N/A",NA,"60-100m bottom depths in the North Sound and San Juan Islands.","steelhead","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Adult","Male and Female","Capture/Handle/Release Animal","Longline",1,0,"Puget Sound steelhead"
"239","23600","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2022-12-31,2020-03-31,2022-12-31,"A multi-method movement ecology toolkit to understand and manage the PNW's deepwater predators","Camrin","Braun","University of Washington",99999999,"South Puget Sound","N/A",NA,"60-100m bottom depths in the South Sound but focused in Elliott Bay and around Tacoma","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Adult","Male and Female","Capture/Handle/Release Animal","Longline",1,0,"Puget Sound Chinook salmon"
"240","23600","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2022-12-31,2020-03-31,2022-12-31,"A multi-method movement ecology toolkit to understand and manage the PNW's deepwater predators","Camrin","Braun","University of Washington",99999999,"Strait of Juan de Fuca","N/A",NA,"60-100m bottom depths in the Strait","bocaccio","Puget Sound/Georgia Basin DPS","N/A","Natural","Adult","Male and Female","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Longline",2,1,"Puget Sound/Georgia Basin DPS bocaccio"
"241","23600","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2022-12-31,2020-03-31,2022-12-31,"A multi-method movement ecology toolkit to understand and manage the PNW's deepwater predators","Camrin","Braun","University of Washington",99999999,"Strait of Juan de Fuca","N/A",NA,"60-100m bottom depths in the Strait","chum salmon","Hood Canal summer-run","N/A","Natural","Adult","Male and Female","Capture/Handle/Release Animal","Longline",1,0,"Hood Canal summer-run chum salmon"
"242","23600","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2022-12-31,2020-03-31,2022-12-31,"A multi-method movement ecology toolkit to understand and manage the PNW's deepwater predators","Camrin","Braun","University of Washington",99999999,"Whidbey Basin","N/A",NA,"60-100m bottom depths in the Whidbey Basin, especially Possession Sound","yelloweye rockfish","Puget Sound/Georgia Basin DPS","N/A","Natural","Adult","Male and Female","Capture/Mark, Tag, Sample Tissue/Release Live Animal","Longline",2,1,"Puget Sound/Georgia Basin DPS yelloweye rockfish"
"243","23600","NMFS 10a1A Salmon","Application Complete","Issued",2020-03-31,2022-12-31,2020-03-31,2022-12-31,"A multi-method movement ecology toolkit to understand and manage the PNW's deepwater predators","Camrin","Braun","University of Washington",99999999,"Whidbey Basin","N/A",NA,"60-100m bottom depths in the Whidbey Basin, especially Possession Sound","steelhead","Puget Sound","Mixed","Natural","Adult","Male and Female","Capture/Handle/Release Animal","Longline",1,0,"Puget Sound steelhead"
"244","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A",NA,"Nearshore zones in the San Juan Islands","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Adipose Clip","Juvenile","Unknown","Intentional (Directed) Mortality","Seine, Lampara",50,0,"Puget Sound Chinook salmon"
"245","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A",NA,"Nearshore zones in the San Juan Islands","Chinook salmon","Puget Sound","Mixed","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Seine, Lampara",50,0,"Puget Sound Chinook salmon"
"246","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A",NA,"Nearshore zones in the San Juan Islands","chum salmon","Hood Canal summer-run","N/A","Listed Hatchery Intact Adipose","Juvenile","Unknown","Intentional (Directed) Mortality","Seine, Lampara",5,0,"Hood Canal summer-run chum salmon"
"247","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"North Puget Sound","N/A",NA,"Nearshore zones in the San Juan Islands","steelhead","Puget Sound","Mixed","Listed Hatchery Intact Adipose","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Lampara",1,1,"Puget Sound steelhead"
"248","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A",NA,"Nearshore sites throughout central and southern Puget Sound.","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Intact Adipose","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Lampara",100,1,"Puget Sound Chinook salmon"
"249","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A",NA,"Nearshore sites throughout central and southern Puget Sound.","chum salmon","Hood Canal summer-run","N/A","Listed Hatchery Adipose Clip","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Lampara",30,1,"Hood Canal summer-run chum salmon"
"250","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A",NA,"Nearshore sites throughout central and southern Puget Sound.","chum salmon","Hood Canal summer-run","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Lampara",40,1,"Hood Canal summer-run chum salmon"
"251","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"South Puget Sound","N/A",NA,"Nearshore sites throughout central and southern Puget Sound.","steelhead","Puget Sound","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Lampara",2,1,"Puget Sound steelhead"
"252","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Whidbey Basin","N/A",NA,"Sites throughout the basin and along both sides of Whidbey Island.","Chinook salmon","Puget Sound","Mixed","Listed Hatchery Intact Adipose","Juvenile","Unknown","Intentional (Directed) Mortality","Seine, Lampara",20,0,"Puget Sound Chinook salmon"
"253","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Whidbey Basin","N/A",NA,"Sites throughout the basin and along both sides of Whidbey Island.","chum salmon","Hood Canal summer-run","N/A","Listed Hatchery Adipose Clip","Juvenile","Unknown","Intentional (Directed) Mortality","Seine, Lampara",5,0,"Hood Canal summer-run chum salmon"
"254","24367","NMFS 10a1A Salmon","Application Complete","Issued",2021-04-05,2025-12-31,2021-04-05,2025-12-31,"Evaluating restoration effectiveness for juvenile salmonids and forage fish in Puget Sound",NA,NA,"NMFS Northwest Fisheries Science Center",99999999,"Whidbey Basin","N/A",NA,"Sites throughout the basin and along both sides of Whidbey Island.","chum salmon","Hood Canal summer-run","N/A","Natural","Juvenile","Unknown","Intentional (Directed) Mortality","Seine, Lampara",5,0,"Hood Canal summer-run chum salmon"
"255","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","California Coastal","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",1,0,"California Coastal Chinook salmon"
"256","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","California Coastal","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Seine, Beach",1,0,"California Coastal Chinook salmon"
"257","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","California Coastal","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Net, Gill",1,0,"California Coastal Chinook salmon"
"258","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","California Coastal","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Net, Cast",1,0,"California Coastal Chinook salmon"
"259","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","Central Valley spring-run","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,0,"Central Valley spring-run Chinook salmon"
"260","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","Central Valley spring-run","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Trap, Minnow",1,0,"Central Valley spring-run Chinook salmon"
"261","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","Central Valley spring-run","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Net, Cast",1,0,"Central Valley spring-run Chinook salmon"
"262","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","Sacramento River winter-run","Winter","Natural","Adult","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",1,0,"Sacramento River winter-run Chinook salmon"
"263","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","Sacramento River winter-run","Winter","Natural","Adult","Unknown","Capture/Handle/Release Animal","Net, Gill",1,0,"Sacramento River winter-run Chinook salmon"
"264","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","Sacramento River winter-run","Winter","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",1,0,"Sacramento River winter-run Chinook salmon"
"265","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","Chinook salmon","Sacramento River winter-run","Winter","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",1,0,"Sacramento River winter-run Chinook salmon"
"266","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","coho salmon","Central California Coast","N/A","Natural","Adult","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,0,"Central California Coast coho salmon"
"267","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","coho salmon","Central California Coast","N/A","Natural","Adult","Unknown","Capture/Handle/Release Animal","Trap, Minnow",1,0,"Central California Coast coho salmon"
"268","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","coho salmon","Central California Coast","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Net, Cast",1,0,"Central California Coast coho salmon"
"269","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","coho salmon","Southern Oregon/Northern California Coast","Fall","Natural","Adult","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",1,0,"Southern Oregon/Northern California Coast coho salmon"
"270","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","coho salmon","Southern Oregon/Northern California Coast","Fall","Natural","Adult","Unknown","Capture/Handle/Release Animal","Net, Gill",1,0,"Southern Oregon/Northern California Coast coho salmon"
"271","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","coho salmon","Southern Oregon/Northern California Coast","Fall","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",1,0,"Southern Oregon/Northern California Coast coho salmon"
"272","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","coho salmon","Southern Oregon/Northern California Coast","Fall","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",1,0,"Southern Oregon/Northern California Coast coho salmon"
"273","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","California Central Valley","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,0,"California Central Valley steelhead"
"274","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","California Central Valley","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Trap, Minnow",1,0,"California Central Valley steelhead"
"275","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","California Central Valley","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Net, Cast",1,0,"California Central Valley steelhead"
